Entry,Name,Processing condition,,Cluster Number (0 to 11),,Al,Cu,Mn,N,Ni,Ti,S,Fe,Zr,P,Si,V,Mo,Co,C,Nb,B,Cr,,(Ultimate) Tensile strength (MPa),Yield strength (MPa),Ductility (%),,Cluster Number,Cluster label
1856,AISI 1117 Steel,"Cold Finished, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.15,0,0,0,0.105,98.535,0,0.04,0,0,0,0,0.17,0,0,0,,595,515,22,,3,Normalized – easy-to-machine stock (cold drawn)
1857,AISI 1022 Steel,"Normalized At 925C (1700F), Cooled In Air, 25 mm (1 In.) Round",,4,,0,0,0.85,0,0,0,0.05,98.86,0,0.04,0,0,0,0,0.2,0,0,0,,483,360,34,,4,Normalized (air cooled) – general-purpose steel
1858,AISI 1144 Steel,"Cold Drawn, High Temperature, Stress Relieved, 16-22 mm (0.625-0.875 In) Round",,0,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,725,585,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
1859,AISI 1095 Steel,"Normalized At 900C (1650F), Air Cooled, 13 mm (0.5 In.) Round",,4,,0,0,0.4,0,0,0,0.05,98.545,0,0.04,0,0,0,0,0.965,0,0,0,,1040,550,12,,4,Normalized (air cooled) – general-purpose steel
1860,AISI 1144 Steel,"Cold Drawn, Low Temperature, Stress Relieved, 50-75 mm (2-3 In) Round",,0,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,690,620,10,,0,Carburized – quenched (oil) – wear-resistant surface steel
1861,AISI 1095 Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.4,0,0,0,0.05,98.545,0,0.04,0,0,0,0,0.965,0,0,0,,1040,635,13,,6,Quenched (oil) & tempered – high-strength structural steel
1862,AISI 1141 Steel,"Oil Quenched From 815C, 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,800,660,20,,6,Quenched (oil) & tempered – high-strength structural steel
1863,AISI 1095 Steel,"Annealed At 790C (1450F), Furnace Cooled 11C (20F) Per Hour To 665C (1230F), Air Cooled, 25 mm (1 In.) Round",,7,,0,0,0.4,0,0,0,0.05,98.545,0,0.04,0,0,0,0,0.965,0,0,0,,655,380,13,,7,Annealed – easy-to-machine – round annealed stock
1864,AISI 1080 Steel,Annealed At 790C (1450F),,7,,0,0,0.75,0,0,0,0.05,98.345,0,0.04,0,0,0,0,0.815,0,0,0,,615,380,25,,7,Annealed – easy-to-machine – round annealed stock
1865,AISI 1060 Steel,Normalized At 900C (1650F),,4,,0,0,0.75,0,0,0,0.05,98.555,0,0.04,0,0,0,0,0.605,0,0,0,,779,420,18,,4,Normalized (air cooled) – general-purpose steel
1866,AISI 1144 Steel,"Normalized At 900C (1650F), Air Cooled, 25 mm (1 In.) Round",,4,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,670,400,21,,4,Normalized (air cooled) – general-purpose steel
1867,AISI 1060 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.75,0,0,0,0.05,98.555,0,0.04,0,0,0,0,0.605,0,0,0,,917,546,18,,6,Quenched (oil) & tempered – high-strength structural steel
1868,AISI 1340 Steel,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,827,524,23,,4,Normalized (air cooled) – general-purpose steel
1869,AISI 1340 Steel,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,910,565,20,,4,Normalized (air cooled) – general-purpose steel
1870,AISI 1060 Steel,"Normalized At 900C (1650F), Air Cooled, 100 mm (4 In.) Round",,4,,0,0,0.75,0,0,0,0.05,98.555,0,0.04,0,0,0,0,0.605,0,0,0,,745,353,18,,4,Normalized (air cooled) – general-purpose steel
1871,AISI 1144 Steel,"As Cold Drawn, 50-75 mm (2-3 In) Round",,3,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,655,585,10,,3,Normalized – easy-to-machine stock (cold drawn)
1872,AISI 1141 Steel,"Hot Rolled, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,650,360,15,,3,Normalized – easy-to-machine stock (cold drawn)
1873,AISI 12L14 Steel,"Hot Rolled, 19-38 mm Round",,3,,0,0,1,0,0,0,0.305,98.48,0,0.065,0,0,0,0,0.15,0,0,0,,395,235,22,,3,Normalized – easy-to-machine stock (cold drawn)
1874,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,814,745,22,,6,Quenched (oil) & tempered – high-strength structural steel
1875,AISI 1144 Steel,"Cold Drawn, Low Temperature, Stress Relieved, 22-32 mm (0.875-1.25 In) Round",,0,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,760,690,10,,0,Carburized – quenched (oil) – wear-resistant surface steel
1876,AISI 1050 Steel,"Cold Drawn, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,0.75,0,0,0,0.05,98.65,0,0.04,0,0,0,0,0.51,0,0,0,,690,580,10,,3,Normalized – easy-to-machine stock (cold drawn)
1877,AISI 12L14 Steel,"Cold Drawn, 19-38 mm Round",,3,,0,0,1,0,0,0,0.305,98.48,0,0.065,0,0,0,0,0.15,0,0,0,,540,415,10,,3,Normalized – easy-to-machine stock (cold drawn)
1878,AISI 1144 Steel,"Cold Finished, 19-38 mm Round",,3,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,786,670,14,,3,Normalized – easy-to-machine stock (cold drawn)
1879,AISI 1340H Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,827,496,21,,4,Normalized (air cooled) – general-purpose steel
1880,AISI 1340H Steel,"Annealed At 800C, Furnace Cooled 11C/Hour To 600C, Air Cooled, 25 mm (1 In.) Round",,7,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,703,434,25,,7,Annealed – easy-to-machine – round annealed stock
1881,AISI 1137 Steel,"As Cold Drawn, 22-32 mm (0.875-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.105,98,0,0.04,0,0,0,0,0.355,0,0,0,,655,585,11,,3,Normalized – easy-to-machine stock (cold drawn)
1882,AISI 12L13 Steel,"Cold Drawn, 19-38 mm Round",,3,,0,0,0.85,0,0,0,0.285,98.64,0,0.095,0,0,0,0,0.13,0,0,0,,540,415,10,,3,Normalized – easy-to-machine stock (cold drawn)
1883,AISI 1144 Steel,"Hot Rolled, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,670,365,15,,3,Normalized – easy-to-machine stock (cold drawn)
1884,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,876,814,21,,6,Quenched (oil) & tempered – high-strength structural steel
1885,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,814,745,22,,6,Quenched (oil) & tempered – high-strength structural steel
1886,AISI 1212 Steel,"Hot Rolled, 19-38 mm Round",,3,,0,0,0.85,0,0,0,0.195,98.73,0,0.095,0,0,0,0,0.13,0,0,0,,385,240,25,,3,Normalized – easy-to-machine stock (cold drawn)
1887,AISI 1144 Steel,As Rolled,,2,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,705,420,21,,2,Quenched (oil) – general-purpose steel (tested)
1888,AISI 1144 Steel,"Cold Drawn, High Temperature, Stress Relieved, 32-50 mm (1.25-2 In) Round",,0,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,655,550,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
1889,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,710,490,25,,6,Quenched (oil) & tempered – high-strength structural steel
1890,AISI 1340H Steel,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,910,565,20,,4,Normalized (air cooled) – general-purpose steel
1891,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,800,572,21,,6,Quenched (oil) & tempered – high-strength structural steel
1892,AISI 1141 Steel,"Oil Quenched From 815C, 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,738,460,20,,6,Quenched (oil) & tempered – high-strength structural steel
1893,AISI 1049 Steel,Annealed Cold Drawn Bar (Uns G10490),,2,,0,0,0.75,0,0,0,0.05,98.665,0,0.04,0,0,0,0,0.495,0,0,0,,634,531,10,,2,Quenched (oil) – general-purpose steel (tested)
1894,AISI 1141 Steel,"Oil Quenched From 815C, 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,689,420,23,,6,Quenched (oil) & tempered – high-strength structural steel
1895,AISI 1340 Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,827,496,21,,4,Normalized (air cooled) – general-purpose steel
1896,AISI 1137 Steel,As Rolled,,2,,0,0,1.5,0,0,0,0.105,98,0,0.04,0,0,0,0,0.355,0,0,0,,625,380,28,,2,Quenched (oil) – general-purpose steel (tested)
1897,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,752,565,24,,6,Quenched (oil) & tempered – high-strength structural steel
1898,AISI 1050 Steel,"Water Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,10,,0,0,0.75,0,0,0,0.05,98.65,0,0.04,0,0,0,0,0.51,0,0,0,,808,543,23,,10,Quenched (water) & tempered – high-strength structural steel
1899,AISI 1118 Steel,"Hot Rolled, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.45,0,0,0,0.105,98.235,0,0.04,0,0,0,0,0.17,0,0,0,,400,220,25,,3,Normalized – easy-to-machine stock (cold drawn)
1900,AISI 1212 Steel,"Cold Drawn, 19-38 mm Round",,3,,0,0,0.85,0,0,0,0.195,98.73,0,0.095,0,0,0,0,0.13,0,0,0,,540,415,10,,3,Normalized – easy-to-machine stock (cold drawn)
1901,AISI 1144 Steel,"Cold Drawn, Low Temperature, Stress Relieved, 16-22 mm (0.625-0.875 In) Round",,0,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,795,725,10,,0,Carburized – quenched (oil) – wear-resistant surface steel
1902,AISI 1215 Steel,"Turned And Polished, 19-38 mm Round",,3,,0,0,0.9,0,0,0,0.305,98.64,0,0.065,0,0,0,0,0.09,0,0,0,,385,230,25,,3,Normalized – easy-to-machine stock (cold drawn)
1903,AISI 1108 Steel,"Hot Rolled, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,0.65,0,0,0,0.105,99.1,0,0.04,0,0,0,0,0.105,0,0,0,,345,195,30,,3,Normalized – easy-to-machine stock (cold drawn)
1904,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,703,496,26,,6,Quenched (oil) & tempered – high-strength structural steel
1905,AISI 1084 Steel,Hot Rolled Bar (Uns G10840),,2,,0,0,0.75,0,0,0,0.05,98.295,0,0.04,0,0,0,0,0.865,0,0,0,,820,452,10,,2,Quenched (oil) – general-purpose steel (tested)
1906,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,876,814,21,,6,Quenched (oil) & tempered – high-strength structural steel
1907,AISI 1547 Steel,"Hot Rolled, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.05,97.94,0,0.04,0,0,0,0,0.47,0,0,0,,650,360,15,,3,Normalized – easy-to-machine stock (cold drawn)
1908,AISI 1085 Carbon Steel,Spheroidized Annealed And Cold Drawn Bar,,2,,0,0,0.85,0,0,0,0.05,98.185,0,0.04,0,0,0,0,0.875,0,0,0,,692,538,10,,2,Quenched (oil) – general-purpose steel (tested)
1909,AISI 12L13 Steel,"Hot Rolled, 19-38 mm Round",,3,,0,0,0.85,0,0,0,0.285,98.64,0,0.095,0,0,0,0,0.13,0,0,0,,395,235,22,,3,Normalized – easy-to-machine stock (cold drawn)
1910,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,979,910,18,,6,Quenched (oil) & tempered – high-strength structural steel
1911,AISI 1137 Steel,Normalized At 900C (1650F),,4,,0,0,1.5,0,0,0,0.105,98,0,0.04,0,0,0,0,0.355,0,0,0,,670,400,22,,4,Normalized (air cooled) – general-purpose steel
1912,AISI 1144 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,745,505,19,,6,Quenched (oil) & tempered – high-strength structural steel
1913,AISI 1117 Steel,"Hot Rolled, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.15,0,0,0,0.105,98.535,0,0.04,0,0,0,0,0.17,0,0,0,,400,220,25,,3,Normalized – easy-to-machine stock (cold drawn)
1914,AISI 1151 Steel,Hot Rolled Bar (Uns G11510),,2,,0,0,0.85,0,0,0,0.105,98.49,0,0.04,0,0,0,0,0.515,0,0,0,,634,348,15,,2,Quenched (oil) – general-purpose steel (tested)
1915,AISI 1137 Steel,"Cold Drawn, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.105,98,0,0.04,0,0,0,0,0.355,0,0,0,,675,565,10,,3,Normalized – easy-to-machine stock (cold drawn)
1916,AISI 1213 Steel,"Cold Drawn, 19-38 mm Round",,3,,0,0,0.85,0,0,0,0.285,98.64,0,0.095,0,0,0,0,0.13,0,0,0,,540,415,10,,3,Normalized – easy-to-machine stock (cold drawn)
1917,AISI 1141 Steel,"Cold Drawn, Low Temperature Stress Relieved, 16-22 mm (0.625-0.875 In) Round",,0,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,760,690,11,,0,Carburized – quenched (oil) – wear-resistant surface steel
1918,AISI 1548 Steel,"Annealed, Cold Drawn, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.225,0,0,0,0.05,98.205,0,0.04,0,0,0,0,0.48,0,0,0,,650,540,10,,3,Normalized – easy-to-machine stock (cold drawn)
1919,AISI 1548 Steel,"Hot Rolled, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.225,0,0,0,0.05,98.205,0,0.04,0,0,0,0,0.48,0,0,0,,660,365,14,,3,Normalized – easy-to-machine stock (cold drawn)
1920,AISI 1095 Steel,As Rolled,,2,,0,0,0.4,0,0,0,0.05,98.545,0,0.04,0,0,0,0,0.965,0,0,0,,965,570,9,,2,Quenched (oil) – general-purpose steel (tested)
1921,AISI 1541 Steel,Hot Rolled Bar (Uns G15410),,2,,0,0,1.5,0,0,0,0.05,98.01,0,0.04,0,0,0,0,0.4,0,0,0,,634,352,15,,2,Quenched (oil) – general-purpose steel (tested)
1922,AISI 1215 Steel,"Cold Drawn, 19-38 mm Round",,3,,0,0,0.9,0,0,0,0.305,98.64,0,0.065,0,0,0,0,0.09,0,0,0,,540,415,10,,3,Normalized – easy-to-machine stock (cold drawn)
1923,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,827,579,21,,6,Quenched (oil) & tempered – high-strength structural steel
1924,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,951,834,19,,6,Quenched (oil) & tempered – high-strength structural steel
1925,AISI 1141 Steel,"As Cold Drawn, 16-22 mm (0.625-0.875 In) Round",,3,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,725,655,11,,3,Normalized – easy-to-machine stock (cold drawn)
1926,AISI 1527 Steel,Hot Rolled Bar (Uns G15270),,2,,0,0,1.35,0,0,0,0.05,98.305,0,0.04,0,0,0,0,0.255,0,0,0,,517,283,18,,2,Quenched (oil) – general-purpose steel (tested)
1927,AISI 1118 Steel,Normalized 925C (1700F),,4,,0,0,1.45,0,0,0,0.105,98.235,0,0.04,0,0,0,0,0.17,0,0,0,,475,315,34,,4,Normalized (air cooled) – general-purpose steel
1928,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,800,572,21,,6,Quenched (oil) & tempered – high-strength structural steel
1929,AISI 1025 Steel,"Turned, Ground, And Polished, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,0.45,0,0,0,0.05,99.21,0,0.04,0,0,0,0,0.25,0,0,0,,460,310,36,,3,Normalized – easy-to-machine stock (cold drawn)
1930,AISI 1060 Steel,"Normalized At 900C (1650F), Air Cooled, 50 mm (2 In.) Round",,4,,0,0,0.75,0,0,0,0.05,98.555,0,0.04,0,0,0,0,0.605,0,0,0,,758,396,17,,4,Normalized (air cooled) – general-purpose steel
1931,AISI 1095 Steel,Normalized At 900C (1650F),,4,,0,0,0.4,0,0,0,0.05,98.545,0,0.04,0,0,0,0,0.965,0,0,0,,1015,505,10,,4,Normalized (air cooled) – general-purpose steel
1932,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,710,490,25,,6,Quenched (oil) & tempered – high-strength structural steel
1933,BS 970/3(91) 070M55 Nonresulfurized Carbon Steel,29-100 mm (1.125 - 4.0 In) Hot Rolled Cold Drawn,,3,,0,0,0.7,0,0,0,0.05,98.3,0,0,0.25,0,0.15,0,0.55,0,0,0,,700,415,14,,3,Normalized – easy-to-machine stock (cold drawn)
1934,AISI 1144 Steel,"Cold Drawn, High Temperature, Stress Relieved, 50-75 mm (2-3 In) Round",,0,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,620,515,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
1935,JIS S45C Steel,Tempered,,2,,0,0.3,0.75,0,0.2,0,0.035,97.785,0,0.03,0.25,0,0,0,0.45,0,0,0.2,,686,490,17,,2,Quenched (oil) – general-purpose steel (tested)
1936,AISI 1524 Steel,Hot Rolled Bar (Uns G15240),,2,,0,0,1.5,0,0,0,0.05,98.19,0,0.04,0,0,0,0,0.22,0,0,0,,510,283,12,,2,Quenched (oil) – general-purpose steel (tested)
1937,AISI 1141 Steel,"Oil Quenched From 815C, 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,896,758,18,,6,Quenched (oil) & tempered – high-strength structural steel
1938,AISI 1340H Steel,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,827,524,23,,4,Normalized (air cooled) – general-purpose steel
1939,AISI 1552 Steel,Annealed And Cold Drawn Bar (Uns G15520),,2,,0,0,1.35,0,0,0,0.05,98.05,0,0.04,0,0,0,0,0.51,0,0,0,,676,572,10,,2,Quenched (oil) – general-purpose steel (tested)
1940,AISI 1144 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,670,470,23,,6,Quenched (oil) & tempered – high-strength structural steel
1941,AISI 1340H Steel,"Normalized At 870C (1600F), Air Cooled, 25 mm (1 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,834,558,22,,4,Normalized (air cooled) – general-purpose steel
1942,AISI 1060 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.75,0,0,0,0.05,98.555,0,0.04,0,0,0,0,0.605,0,0,0,,855,456,20,,6,Quenched (oil) & tempered – high-strength structural steel
1943,JIS S55C Steel,Normalized,,2,,0,0.3,0.75,0,0.2,0,0.035,97.685,0,0.03,0.25,0,0,0,0.55,0,0,0.2,,647,392,15,,2,Quenched (oil) – general-purpose steel (tested)
1944,AISI 1095 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.4,0,0,0,0.05,98.545,0,0.04,0,0,0,0,0.965,0,0,0,,896,455,17,,6,Quenched (oil) & tempered – high-strength structural steel
1945,AISI 12L15 Steel,"Cold Drawn, 19-38 mm Round",,3,,0,0,0.9,0,0,0,0.305,98.64,0,0.065,0,0,0,0,0.09,0,0,0,,540,415,10,,3,Normalized – easy-to-machine stock (cold drawn)
1946,AISI 1213 Steel,"Hot Rolled, 19-38 mm Round",,3,,0,0,0.85,0,0,0,0.285,98.64,0,0.095,0,0,0,0,0.13,0,0,0,,385,240,25,,3,Normalized – easy-to-machine stock (cold drawn)
1947,AISI 1527 Steel,Cold Drawn Bar (Uns G15270),,2,,0,0,1.35,0,0,0,0.05,98.305,0,0.04,0,0,0,0,0.255,0,0,0,,572,483,12,,2,Quenched (oil) – general-purpose steel (tested)
1948,AISI 1144 Steel,"Normalized At 900C (1650F), Air Cooled, 50 mm (2 In.) Round",,4,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,660,370,21,,4,Normalized (air cooled) – general-purpose steel
1949,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,979,910,18,,6,Quenched (oil) & tempered – high-strength structural steel
1950,AISI 1541 Steel,Annealed And Cold Drawn Bar (Uns G15410),,2,,0,0,1.5,0,0,0,0.05,98.01,0,0.04,0,0,0,0,0.4,0,0,0,,648,552,10,,2,Quenched (oil) – general-purpose steel (tested)
1951,AISI 1141 Steel,"Oil Quenched From 815C, 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,660,450,25,,6,Quenched (oil) & tempered – high-strength structural steel
1952,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,814,676,21,,6,Quenched (oil) & tempered – high-strength structural steel
1953,AISI 1541 Steel,Cold Drawn Bar (Uns G15410),,2,,0,0,1.5,0,0,0,0.05,98.01,0,0.04,0,0,0,0,0.4,0,0,0,,706,600,10,,2,Quenched (oil) – general-purpose steel (tested)
1954,AISI 1141 Steel,"Oil Quenched From 815C, 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,710,485,23,,6,Quenched (oil) & tempered – high-strength structural steel
1955,AISI 1141 Steel,"Oil Quenched From 815C, 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,696,475,24,,6,Quenched (oil) & tempered – high-strength structural steel
1956,AISI 1536 High Manganese Carbon Steel,Cold Drawn Bar,,2,,0,0,1.35,0,0,0,0.05,98.225,0,0.04,0,0,0,0,0.335,0,0,0,,634,534,12,,2,Quenched (oil) – general-purpose steel (tested)
1957,AISI 12L15 Steel,"Hot Rolled, 19-38 mm Round",,3,,0,0,0.9,0,0,0,0.305,98.64,0,0.065,0,0,0,0,0.09,0,0,0,,395,235,22,,3,Normalized – easy-to-machine stock (cold drawn)
1958,JIS S45C Steel,Normalized,,2,,0,0.3,0.75,0,0.2,0,0.035,97.785,0,0.03,0.25,0,0,0,0.45,0,0,0.2,,569,343,20,,2,Quenched (oil) – general-purpose steel (tested)
1959,AISI 1060 Steel,"Oil Quenched 845C (1550F), 480C (900F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.75,0,0,0,0.05,98.555,0,0.04,0,0,0,0,0.605,0,0,0,,986,617,16,,6,Quenched (oil) & tempered – high-strength structural steel
1960,AISI 1040 Steel,"Water Quenched From 845C (1550F), 595C (1100F) Temper, 25 mm (1 In.) Round",,10,,0,0,0.75,0,0,0,0.05,98.755,0,0.04,0,0,0,0,0.405,0,0,0,,689,479,26,,10,Quenched (water) & tempered – high-strength structural steel
1961,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,827,579,21,,6,Quenched (oil) & tempered – high-strength structural steel
1962,AISI 1118 Steel,"Annealed At 790C (1450F), Furnace Cooled 17C (31F) Per Hour To 605C, Air Cooled, 25 mm (1 In.) Round",,7,,0,0,1.45,0,0,0,0.105,98.235,0,0.04,0,0,0,0,0.17,0,0,0,,450,285,34,,7,Annealed – easy-to-machine – round annealed stock
1963,AISI 1141 Steel,"As Cold Drawn, 22-32 mm (0.875-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,690,620,10,,3,Normalized – easy-to-machine stock (cold drawn)
