Entry,Name,Processing condition,,Cluster Number (0 to 11),,Al,Cu,Mn,N,Ni,Ti,S,Fe,Zr,P,Si,V,Mo,Co,C,Nb,B,Cr,,(Ultimate) Tensile strength (MPa),Yield strength (MPa),Ductility (%),,Cluster Number,Cluster label
1964,AISI 1141 Steel,"Oil Quenched From 815C, 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,745,515,21,,6,Quenched (oil) & tempered – high-strength structural steel
1965,AISI 1144 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,724,470,20,,6,Quenched (oil) & tempered – high-strength structural steel
1966,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,772,662,23,,6,Quenched (oil) & tempered – high-strength structural steel
1967,AISI 1144 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,703,435,21,,6,Quenched (oil) & tempered – high-strength structural steel
1968,AISI 1552 Steel,Hot Rolled Bar (Uns G15520),,2,,0,0,1.35,0,0,0,0.05,98.05,0,0.04,0,0,0,0,0.51,0,0,0,,745,410,12,,2,Quenched (oil) – general-purpose steel (tested)
1969,AISI 1144 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,650,425,24,,6,Quenched (oil) & tempered – high-strength structural steel
1970,BS 970/1(83) 070M55 Nonresulfurized Carbon Steel,6-63 mm (0.25-2.5 In),,3,,0,0,0.7,0,0,0,0.05,98.65,0,0.05,0,0,0,0,0.55,0,0,0,,700,355,12,,3,Normalized – easy-to-machine stock (cold drawn)
1971,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,772,662,23,,6,Quenched (oil) & tempered – high-strength structural steel
1972,AISI 5160 Steel,"Normalized, 100 mm (4 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,924,485,14,,9,Normalized – general-purpose steel (round normalized stock)
1973,AISI 1547 Steel,"Cold Drawn, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.05,97.94,0,0.04,0,0,0,0,0.47,0,0,0,,710,605,10,,3,Normalized – easy-to-machine stock (cold drawn)
1974,AISI 1536 High Manganese Carbon Steel,Hot Rolled Bar,,2,,0,0,1.35,0,0,0,0.05,98.225,0,0.04,0,0,0,0,0.335,0,0,0,,572,314,16,,2,Quenched (oil) – general-purpose steel (tested)
1975,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1000,869,18,,6,Quenched (oil) & tempered – high-strength structural steel
1976,AISI 5160H Steel,"Normalized, 25 mm (1 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,958,530,17,,9,Normalized – general-purpose steel (round normalized stock)
1977,AISI 1547 Steel,"Annealed, Cold Drawn, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.05,97.94,0,0.04,0,0,0,0,0.47,0,0,0,,655,585,10,,3,Normalized – easy-to-machine stock (cold drawn)
1978,AISI 5160 Steel,"Annealed, 25 mm (1 In.) Round",,3,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,724,275,17,,3,Normalized – easy-to-machine stock (cold drawn)
1979,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1170,1070,14,,6,Quenched (oil) & tempered – high-strength structural steel
1980,AISI 1144 Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,696,450,23,,6,Quenched (oil) & tempered – high-strength structural steel
1981,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,931,635,20,,6,Quenched (oil) & tempered – high-strength structural steel
1982,JIS S55C Steel,Tempered,,2,,0,0.3,0.75,0,0.2,0,0.035,97.685,0,0.03,0.25,0,0,0,0.55,0,0,0.2,,785,588,14,,2,Quenched (oil) – general-purpose steel (tested)
1983,AISI 1340 Steel,"Annealed At 800C, Furnace Cooled 11C/Hour To 600C, Air Cooled, 25 mm (1 In.) Round",,7,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,703,434,25,,7,Annealed – easy-to-machine – round annealed stock
1984,AISI 1132 Steel,"Cold Drawn, 19-32 mm (0.75-1.25 In) Round",,3,,0,0,1.5,0,0,0,0.105,98.05,0,0.04,0,0,0,0,0.305,0,0,0,,635,530,12,,3,Normalized – easy-to-machine stock (cold drawn)
1985,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,889,615,21,,6,Quenched (oil) & tempered – high-strength structural steel
1986,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,917,793,19,,6,Quenched (oil) & tempered – high-strength structural steel
1987,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,827,540,22,,6,Quenched (oil) & tempered – high-strength structural steel
1988,AISI 1141 Steel,Cold Finished Round (19-38 mm),,3,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,772,655,16,,3,Normalized – easy-to-machine stock (cold drawn)
1989,AISI 1144 Steel,Annealed At 790C (1450F),,7,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,585,345,25,,7,Annealed – easy-to-machine – round annealed stock
1990,BS 970/3(91) 070M55 Nonresulfurized Carbon Steel,63-76 mm (2.5 - 3.0 In) Normalized Cold Drawn,,3,,0,0,0.7,0,0,0,0.05,98.3,0,0,0.25,0,0.15,0,0.55,0,0,0,,670,530,9,,3,Normalized – easy-to-machine stock (cold drawn)
1991,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1145,1005,14,,6,Quenched (oil) & tempered – high-strength structural steel
1992,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1050,924,16,,6,Quenched (oil) & tempered – high-strength structural steel
1993,AISI 51B60 Steel,"Annealed, 25 mm (1 In.) Round",,3,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,724,275,17,,3,Normalized – easy-to-machine stock (cold drawn)
1994,AISI 5160H Steel,Normalized 855C (1570F),,4,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,958,530,17,,4,Normalized (air cooled) – general-purpose steel
1995,AISI 5160H Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1025,650,18,,9,Normalized – general-purpose steel (round normalized stock)
1996,AISI 5160 Steel,Annealed 815C (1500F),,7,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,724,275,17,,7,Annealed – easy-to-machine – round annealed stock
1997,AISI 1144 Steel,Normalized At 900C (1650F),,4,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,670,400,21,,4,Normalized (air cooled) – general-purpose steel
1998,AISI 51B60H Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1025,650,18,,9,Normalized – general-purpose steel (round normalized stock)
1999,AISI 51B60 Steel,Normalized 855C (1570F),,4,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,958,530,17,,4,Normalized (air cooled) – general-purpose steel
2000,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,951,834,19,,6,Quenched (oil) & tempered – high-strength structural steel
2001,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1170,1070,14,,6,Quenched (oil) & tempered – high-strength structural steel
2002,AISI 51B60H Steel,"Normalized, 25 mm (1 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,958,530,17,,9,Normalized – general-purpose steel (round normalized stock)
2003,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,814,676,21,,6,Quenched (oil) & tempered – high-strength structural steel
2004,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,827,540,22,,6,Quenched (oil) & tempered – high-strength structural steel
2005,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1060,703,17,,6,Quenched (oil) & tempered – high-strength structural steel
2006,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1050,924,16,,6,Quenched (oil) & tempered – high-strength structural steel
2007,AISI 5160 Steel,Normalized 855C (1570F),,4,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,958,530,17,,4,Normalized (air cooled) – general-purpose steel
2008,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,917,793,19,,6,Quenched (oil) & tempered – high-strength structural steel
2009,AISI 1340 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,731,552,25,,6,Quenched (oil) & tempered – high-strength structural steel
2010,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,917,793,19,,6,Quenched (oil) & tempered – high-strength structural steel
2011,AISI 5160H Steel,"Normalized, 100 mm (4 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,924,485,14,,9,Normalized – general-purpose steel (round normalized stock)
2012,AISI 1095 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.4,0,0,0,0.05,98.545,0,0.04,0,0,0,0,0.965,0,0,0,,965,545,17,,6,Quenched (oil) & tempered – high-strength structural steel
2013,AISI 51B60 Steel,"Normalized, 25 mm (1 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,958,530,17,,9,Normalized – general-purpose steel (round normalized stock)
2014,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1170,1070,14,,6,Quenched (oil) & tempered – high-strength structural steel
2015,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1145,1005,14,,6,Quenched (oil) & tempered – high-strength structural steel
2016,AISI 5160 Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,924,510,16,,9,Normalized – general-purpose steel (round normalized stock)
2017,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,889,765,20,,6,Quenched (oil) & tempered – high-strength structural steel
2018,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1050,924,16,,6,Quenched (oil) & tempered – high-strength structural steel
2019,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,779,580,21,,6,Quenched (oil) & tempered – high-strength structural steel
2020,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,889,765,20,,6,Quenched (oil) & tempered – high-strength structural steel
2021,AISI 5160 Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1025,650,18,,9,Normalized – general-purpose steel (round normalized stock)
2022,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1170,1070,14,,6,Quenched (oil) & tempered – high-strength structural steel
2023,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,931,635,20,,6,Quenched (oil) & tempered – high-strength structural steel
2024,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,779,580,21,,6,Quenched (oil) & tempered – high-strength structural steel
2025,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,917,793,19,,6,Quenched (oil) & tempered – high-strength structural steel
2026,AISI 5160 Steel,"Normalized, 25 mm (1 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,958,530,17,,9,Normalized – general-purpose steel (round normalized stock)
2027,AISI 51B60H Steel,Annealed 815C (1500F),,7,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,724,275,17,,7,Annealed – easy-to-machine – round annealed stock
2028,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,779,580,21,,6,Quenched (oil) & tempered – high-strength structural steel
2029,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1060,703,17,,6,Quenched (oil) & tempered – high-strength structural steel
2030,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,889,765,20,,6,Quenched (oil) & tempered – high-strength structural steel
2031,AISI 51B60 Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1025,650,18,,9,Normalized – general-purpose steel (round normalized stock)
2032,AISI 1144 Steel,"Cold Drawn, High Temperature, Stress Relieved, 22-32 mm (0.875-1.25 In) Round",,0,,0,0,1.5,0,0,0,0.285,97.735,0,0.04,0,0,0,0,0.44,0,0,0,,690,585,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2033,AISI 51B60H Steel,"Normalized, 100 mm (4 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,924,485,14,,9,Normalized – general-purpose steel (round normalized stock)
2034,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1000,869,18,,6,Quenched (oil) & tempered – high-strength structural steel
2035,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,827,540,22,,6,Quenched (oil) & tempered – high-strength structural steel
2036,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,889,615,21,,6,Quenched (oil) & tempered – high-strength structural steel
2037,AISI 51B60H Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,924,510,16,,9,Normalized – general-purpose steel (round normalized stock)
2038,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1060,703,17,,6,Quenched (oil) & tempered – high-strength structural steel
2039,AISI 1340 Steel,"Normalized At 870C (1600F), Air Cooled, 25 mm (1 In.) Round",,4,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,834,558,22,,4,Normalized (air cooled) – general-purpose steel
2040,AISI Type W2 Tool Steel,"Water Quenched At 775C (1425F), And Tempered",,10,,0,0,0.25,0,0,0,0.03,98.04,0,0.03,0.25,0.25,0,0,1,0,0,0.15,,1800,1625,7,,10,Quenched (water) & tempered – high-strength structural steel
2041,AISI 1141 Steel,Annealed At 815C (1500F),,7,,0,0,1.5,0,0,0,0.105,97.945,0,0.04,0,0,0,0,0.41,0,0,0,,600,350,26,,7,Annealed – easy-to-machine – round annealed stock
2042,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1050,924,16,,6,Quenched (oil) & tempered – high-strength structural steel
2043,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1145,1005,14,,6,Quenched (oil) & tempered – high-strength structural steel
2044,AISI 5160H Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,924,510,16,,9,Normalized – general-purpose steel (round normalized stock)
2045,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,889,615,21,,6,Quenched (oil) & tempered – high-strength structural steel
2046,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,752,565,24,,6,Quenched (oil) & tempered – high-strength structural steel
2047,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,779,580,21,,6,Quenched (oil) & tempered – high-strength structural steel
2048,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,889,765,20,,6,Quenched (oil) & tempered – high-strength structural steel
2049,AISI 1340H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",,6,,0,0,1.75,0,0,0,0.04,97.52,0,0.035,0.25,0,0,0,0.405,0,0,0,,703,496,26,,6,Quenched (oil) & tempered – high-strength structural steel
2050,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,965,703,18,,6,Quenched (oil) & tempered – high-strength structural steel
2051,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1000,869,18,,6,Quenched (oil) & tempered – high-strength structural steel
2052,AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,1060,703,17,,6,Quenched (oil) & tempered – high-strength structural steel
2053,AISI 51B60 Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,924,510,16,,9,Normalized – general-purpose steel (round normalized stock)
2054,AISI Type W1 Tool Steel,"Water Quenched At 775C (1425F), Tempered 350C (660F)",,10,,0,0,0.25,0,0,0,0.025,98,0,0.025,0.25,0.1,0.1,0,1.1,0,0,0.15,,1680,1500,3,,10,Quenched (water) & tempered – high-strength structural steel
2055,AISI Type W1 Tool Steel,Austenitized At 785-815C (1450-1500F),,2,,0,0,0.25,0,0,0,0.025,98,0,0.025,0.25,0.1,0.1,0,1.1,0,0,0.15,,1475,1030,12,,2,Quenched (oil) – general-purpose steel (tested)
2056,AISI 51B60H Steel,Normalized 855C (1570F),,4,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,958,530,17,,4,Normalized (air cooled) – general-purpose steel
2057,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,1000,869,18,,6,Quenched (oil) & tempered – high-strength structural steel
2058,Latrobe NitralloyÂ® 135 Modified VAC-ARC,3 To 5 In Premium Nitriding Steel,,2,,1.2,0,0.6,0,0,0,0,95.55,0,0,0.3,0,0.35,0,0.4,0,0,1.6,,758,580,15,,2,Quenched (oil) – general-purpose steel (tested)
2059,AISI 51B60H Steel,"Annealed, 25 mm (1 In.) Round",,3,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,724,275,17,,3,Normalized – easy-to-machine stock (cold drawn)
2060,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,931,635,20,,6,Quenched (oil) & tempered – high-strength structural steel
2061,Latrobe NitralloyÂ® 135 Modified VAC-ARC,Up To 1.5 In Premium Nitriding Steel,,2,,1.2,0,0.6,0,0,0,0,95.55,0,0,0.3,0,0.35,0,0.4,0,0,1.6,,931,690,16,,2,Quenched (oil) – general-purpose steel (tested)
2062,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,965,703,18,,6,Quenched (oil) & tempered – high-strength structural steel
2063,Latrobe NitralloyÂ® 135 Modified VAC-ARC,1.5 To 3 In Premium Nitriding Steel,,2,,1.2,0,0.6,0,0,0,0,95.55,0,0,0.3,0,0.35,0,0.4,0,0,1.6,,862,620,15,,2,Quenched (oil) – general-purpose steel (tested)
2064,AISI 51B60 Steel,Annealed 815C (1500F),,7,,0,0,0.875,0,0,0,0.04,97.42325,0,0.035,0.225,0,0,0,0.6,0,0.00175,0.8,,724,275,17,,7,Annealed – easy-to-machine – round annealed stock
2065,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.425,0,0.035,0.225,0,0,0,0.6,0,0,0.8,,931,635,20,,6,Quenched (oil) & tempered – high-strength structural steel
